Sample,Sim_Id,AgeBin,Gender,Population,Province,Result,Year,two_sigma,weight
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Female,78173.0,Swaziland,88477.39790336687,2000.5,15634.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Female,78177.0,Swaziland,88477.39790336687,2001.5,15635.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Female,78027.0,Swaziland,91813.37017454536,2002.5,15605.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Female,77882.0,Swaziland,92313.76601522212,2003.5,15576.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Female,78028.0,Swaziland,92721.49595947727,2004.5,15605.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Female,78662.0,Swaziland,93666.68810297785,2005.5,15732.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Female,79231.0,Swaziland,95112.27608715517,2006.5,15846.2,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Female,80187.0,Swaziland,94370.94891578218,2007.5,16037.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Female,81412.0,Swaziland,97002.66037415632,2008.5,16282.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Female,82714.0,Swaziland,98355.58246191202,2009.5,16542.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Female,84009.0,Swaziland,99745.57090823639,2010.5,16801.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Female,85648.0,Swaziland,98781.8455854515,2011.5,17129.600000000002,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Female,86680.0,Swaziland,99875.30316322666,2012.5,17336.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Female,87322.0,Swaziland,99838.23680465802,2013.5,17464.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Female,87880.0,Swaziland,100171.83403177587,2014.5,17576.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Female,88597.0,Swaziland,100357.16582461911,2015.5,17719.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Male,79114.0,Swaziland,87865.80298698416,2000.5,15822.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Male,79146.0,Swaziland,88051.13477982741,2001.5,15829.2,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Male,79010.0,Swaziland,88940.727385475,2002.5,15802.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Male,78865.0,Swaziland,90849.64485176046,2003.5,15773.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Male,78999.0,Swaziland,91238.84161673128,2004.5,15799.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Male,79615.0,Swaziland,92350.83237379078,2005.5,15923.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Male,80328.0,Swaziland,92054.30150524157,2006.5,16065.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Male,81332.0,Swaziland,93129.22590373241,2007.5,16266.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Male,82539.0,Swaziland,94259.74984007624,2008.5,16507.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Male,83796.0,Swaziland,95798.0037206752,2009.5,16759.2,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Male,85052.0,Swaziland,97706.92118696065,2010.5,17010.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Male,86745.0,Swaziland,100005.03541821694,2011.5,17349.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Male,87802.0,Swaziland,100005.03541821694,2012.5,17560.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Male,88448.0,Swaziland,99838.23680465802,2013.5,17689.600000000002,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Male,89001.0,Swaziland,100764.89576887427,2014.5,17800.2,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[0:5),Male,89715.0,Swaziland,101395.0238645413,2015.5,17943.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Female,77644.0,Swaziland,86068.08459640465,2000.5,15528.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Female,77848.0,Swaziland,85437.95650073761,2001.5,15569.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Female,77578.0,Swaziland,87050.34309847387,2002.5,15515.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Female,77122.0,Swaziland,85734.4873692868,2003.5,15424.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Female,76782.0,Swaziland,86197.81685139492,2004.5,15356.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Female,76705.0,Swaziland,86271.94956853222,2005.5,15341.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Female,76431.0,Swaziland,86698.2126920717,2006.5,15286.2,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Female,76179.0,Swaziland,85993.95187926735,2007.5,15235.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Female,75952.0,Swaziland,86568.48043708142,2008.5,15190.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Female,75765.0,Swaziland,86772.345409209,2009.5,15153.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Female,75638.0,Swaziland,86179.2836721106,2010.5,15127.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Female,75319.0,Swaziland,86753.81222992466,2011.5,15063.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Female,75195.0,Swaziland,89922.98588754422,2012.5,15039.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Female,75239.0,Swaziland,90701.37941748586,2013.5,15047.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Female,75475.0,Swaziland,91628.0383817021,2014.5,15095.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Female,75983.0,Swaziland,92091.36786381023,2015.5,15196.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Male,78034.0,Swaziland,82101.98422955912,2000.5,15606.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Male,78379.0,Swaziland,81916.65243671587,2001.5,15675.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Male,78267.0,Swaziland,82695.04596665752,2002.5,15653.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Male,77935.0,Swaziland,83640.23811015808,2003.5,15587.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Male,77669.0,Swaziland,84307.43256439379,2004.5,15533.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Male,77615.0,Swaziland,84807.82840507056,2005.5,15523.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Male,77256.0,Swaziland,86772.345409209,2006.5,15451.2,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Male,76914.0,Swaziland,86512.88089922845,2007.5,15382.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Male,76585.0,Swaziland,86327.5491063852,2008.5,15317.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Male,76296.0,Swaziland,85493.55603859057,2009.5,15259.2,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Male,76077.0,Swaziland,85030.22655648245,2010.5,15215.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Male,75712.0,Swaziland,85178.49199075706,2011.5,15142.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Male,75577.0,Swaziland,86179.2836721106,2012.5,15115.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Male,75634.0,Swaziland,88329.13246909228,2013.5,15126.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Male,75896.0,Swaziland,88736.86241334742,2014.5,15179.2,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[10:15),Male,76422.0,Swaziland,90367.78219036802,2015.5,15284.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Female,65980.0,Swaziland,70203.68312902257,2000.5,13196.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Female,67539.0,Swaziland,73780.58673089727,2001.5,13507.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Female,68833.0,Swaziland,73799.11991018159,2002.5,13766.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Female,69905.0,Swaziland,76467.89772712436,2003.5,13981.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Female,70828.0,Swaziland,79136.67554406715,2004.5,14165.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Female,71718.0,Swaziland,82083.4510502748,2005.5,14343.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Female,72814.0,Swaziland,81601.58838888236,2006.5,14562.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Female,73822.0,Swaziland,83084.24273162834,2007.5,14764.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Female,74698.0,Swaziland,82398.51509810833,2008.5,14939.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Female,75410.0,Swaziland,82398.51509810833,2009.5,15082.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Female,75941.0,Swaziland,82101.98422955912,2010.5,15188.2,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Female,75857.0,Swaziland,82732.11232522618,2011.5,15171.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Female,75663.0,Swaziland,82324.38238097103,2012.5,15132.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Female,75392.0,Swaziland,83084.24273162834,2013.5,15078.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Female,75111.0,Swaziland,83251.04134518727,2014.5,15022.2,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Female,74884.0,Swaziland,83176.90862804996,2015.5,14976.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Male,64908.0,Swaziland,68572.76335200197,2000.5,12981.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Male,66627.0,Swaziland,71111.80891395449,2001.5,13325.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Male,68201.0,Swaziland,73576.7217587697,2002.5,13640.2,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Male,69669.0,Swaziland,75355.90697006488,2003.5,13933.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Male,71033.0,Swaziland,78024.68478700766,2004.5,14206.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Male,72321.0,Swaziland,79655.60456402824,2005.5,14464.2,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Male,73633.0,Swaziland,79562.93866760662,2006.5,14726.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Male,74697.0,Swaziland,80118.93404613636,2007.5,14939.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Male,75519.0,Swaziland,81008.52665178396,2008.5,15103.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Male,76132.0,Swaziland,81434.78977532343,2009.5,15226.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Male,76554.0,Swaziland,81935.1856160002,2010.5,15310.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Male,76345.0,Swaziland,83862.63626156999,2011.5,15269.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Male,76023.0,Swaziland,83529.03903445214,2012.5,15204.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Male,75634.0,Swaziland,83010.11001449105,2013.5,15126.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Male,75259.0,Swaziland,82472.64781524563,2014.5,15051.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Male,74970.0,Swaziland,81879.58607814723,2015.5,14994.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Female,51231.0,Swaziland,58120.05023564276,2000.5,10246.2,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Female,52727.0,Swaziland,59750.97001266335,2001.5,10545.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Female,54162.0,Swaziland,62568.013263880726,2002.5,10832.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Female,55576.0,Swaziland,65514.78877008838,2003.5,11115.2,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Female,57047.0,Swaziland,66941.8435749814,2004.5,11409.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Female,58646.0,Swaziland,68609.82971057063,2005.5,11729.2,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Female,60695.0,Swaziland,72038.46787817073,2006.5,12139.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Female,63001.0,Swaziland,71816.06972675883,2007.5,12600.2,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Female,65458.0,Swaziland,74707.24569511351,2008.5,13091.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Female,67855.0,Swaziland,77190.69171921303,2009.5,13571.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Female,70013.0,Swaziland,80007.73497043042,2010.5,14002.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Female,71444.0,Swaziland,79711.20410188122,2011.5,14288.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Female,72598.0,Swaziland,81101.19254820558,2012.5,14519.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Female,73483.0,Swaziland,80582.26352824448,2013.5,14696.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Female,74123.0,Swaziland,80526.66399039152,2014.5,14824.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Female,74542.0,Swaziland,80341.33219754827,2015.5,14908.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Male,47712.0,Swaziland,57248.99080927949,2000.5,9542.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Male,49434.0,Swaziland,58676.04561417251,2001.5,9886.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Male,51077.0,Swaziland,60418.16446689904,2002.5,10215.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Male,52740.0,Swaziland,62327.081933184505,2003.5,10548.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Male,54496.0,Swaziland,64625.196164440786,2004.5,10899.2,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Male,56413.0,Swaziland,67293.97398138356,2005.5,11282.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Male,59125.0,Swaziland,69795.95318476742,2006.5,11825.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Male,62055.0,Swaziland,72057.00105745505,2007.5,12411.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Male,65048.0,Swaziland,73947.38534445618,2008.5,13009.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Male,67838.0,Swaziland,76486.4309064087,2009.5,13567.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Male,70231.0,Swaziland,78172.95022128226,2010.5,14046.2,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Male,71765.0,Swaziland,78135.88386271361,2011.5,14353.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Male,72909.0,Swaziland,78525.08062768442,2012.5,14581.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Male,73700.0,Swaziland,79507.33912975364,2013.5,14740.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Male,74212.0,Swaziland,79859.46953615581,2014.5,14842.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Male,74509.0,Swaziland,80341.33219754827,2015.5,14901.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Female,40162.0,Swaziland,47778.53619498949,2000.5,8032.4000000000015,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Female,40771.0,Swaziland,48186.26613924463,2001.5,8154.200000000002,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Female,41380.0,Swaziland,49038.79238632358,2002.5,8276.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Female,42083.0,Swaziland,49020.25920703925,2003.5,8416.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Female,42987.0,Swaziland,50780.91123905012,2004.5,8597.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Female,44156.0,Swaziland,52652.762346766925,2005.5,8831.2,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Female,45771.0,Swaziland,54153.94986879724,2006.5,9154.2,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Female,47728.0,Swaziland,57174.85809214219,2007.5,9545.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Female,49983.0,Swaziland,59565.638219820095,2008.5,9996.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Female,52460.0,Swaziland,61270.69071397799,2009.5,10492.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Female,55091.0,Swaziland,62530.94690531208,2010.5,11018.2,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Female,57729.0,Swaziland,66422.9145550203,2011.5,11545.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Female,60451.0,Swaziland,66719.44542356949,2012.5,12090.2,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Female,63115.0,Swaziland,69814.48636405174,2013.5,12623.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Female,65531.00000000001,Swaziland,72909.527304534,2014.5,13106.200000000004,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Female,67582.0,Swaziland,76078.70096215355,2015.5,13516.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Male,34327.0,Swaziland,47760.00301570516,2000.5,6865.4000000000015,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Male,35721.0,Swaziland,48871.993772764654,2001.5,7144.200000000002,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Male,36853.0,Swaziland,49743.05319912792,2002.5,7370.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Male,37784.0,Swaziland,50688.24534262849,2003.5,7556.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Male,38691.0,Swaziland,52319.16511964908,2004.5,7738.200000000002,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Male,39769.0,Swaziland,53913.018538101016,2005.5,7953.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Male,41705.0,Swaziland,55543.9383151216,2006.5,8341.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Male,44123.0,Swaziland,57137.79173357354,2007.5,8824.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Male,46918.0,Swaziland,59157.90827556495,2008.5,9383.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Male,49939.0,Swaziland,61363.35661039961,2009.5,9987.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Male,53071.0,Swaziland,63605.87130380292,2010.5,10614.2,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Male,56069.0,Swaziland,65978.1182521965,2011.5,11213.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Male,59161.0,Swaziland,68480.09745558036,2012.5,11832.2,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Male,62169.0,Swaziland,70314.88220472852,2013.5,12433.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Male,64846.99999999999,Swaziland,72946.59366310264,2014.5,12969.4,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Male,67063.0,Swaziland,74818.44477081946,2015.5,13412.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Female,33821.0,Swaziland,40235.53222626927,2000.5,6764.200000000002,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Female,34000.0,Swaziland,40680.328529093065,2001.5,6800.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Female,33945.0,Swaziland,40365.264481259546,2002.5,6789.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Female,33789.0,Swaziland,41254.85708690713,2003.5,6757.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Female,33729.0,Swaziland,41273.39026619146,2004.5,6745.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Female,33917.0,Swaziland,42107.38333398608,2005.5,6783.4000000000015,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Female,34501.0,Swaziland,42366.84784396663,2006.5,6900.200000000002,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Female,35381.0,Swaziland,42311.24830611365,2007.5,7076.200000000002,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Female,36553.0,Swaziland,42570.7128160942,2008.5,7310.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Female,38005.0,Swaziland,43830.96900742829,2009.5,7601.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Female,39720.0,Swaziland,45814.01919085105,2010.5,7944.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Female,41875.0,Swaziland,47500.53850572462,2011.5,8375.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Female,44266.0,Swaziland,50762.37805976579,2012.5,8853.2,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Female,46836.0,Swaziland,53783.28628311074,2013.5,9367.2,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Female,49506.0,Swaziland,57082.19219572056,2014.5,9901.2,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Female,52220.0,Swaziland,60028.96770192822,2015.5,10444.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Male,26075.0,Swaziland,42311.24830611365,2000.5,5215.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Male,27104.0,Swaziland,41736.71974829958,2001.5,5420.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Male,28063.0,Swaziland,42162.982871839056,2002.5,5612.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Male,28922.0,Swaziland,42552.17963680988,2003.5,5784.4000000000015,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Male,29708.0,Swaziland,43552.97131816342,2004.5,5941.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Male,30447.0,Swaziland,44424.03074452669,2005.5,6089.4000000000015,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Male,30950.0,Swaziland,45313.62335017428,2006.5,6190.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Male,31664.0,Swaziland,46036.417342262954,2007.5,6332.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Male,32668.0,Swaziland,47222.54081645974,2008.5,6533.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Male,34068.0,Swaziland,48241.86567709761,2009.5,6813.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Male,35909.0,Swaziland,49835.719095549546,2010.5,7181.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Male,38097.0,Swaziland,51392.506155432835,2011.5,7619.4000000000015,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Male,40649.0,Swaziland,53375.5563388556,2012.5,8129.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Male,43483.0,Swaziland,55970.201438661075,2013.5,8696.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Male,46466.0,Swaziland,59065.242379143325,2014.5,9293.2,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Male,49501.0,Swaziland,61456.02250682123,2015.5,9900.2,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Female,28166.0,Swaziland,30412.947205577093,2000.5,5633.200000000002,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Female,28485.0,Swaziland,29856.95182704735,2001.5,5697.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Female,28694.0,Swaziland,31562.004321205237,2002.5,5738.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Female,28814.0,Swaziland,31877.06836903876,2003.5,5762.8,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Female,28867.0,Swaziland,31562.004321205237,2004.5,5773.4000000000015,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Female,28877.0,Swaziland,31654.67021762686,2005.5,5775.4000000000015,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Female,28937.0,Swaziland,32284.798313293904,2006.5,5787.4000000000015,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Female,28973.0,Swaziland,31877.06836903876,2007.5,5794.6,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Female,29060.0,Swaziland,32136.532879019305,2008.5,5812.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Female,29305.0,Swaziland,31840.002010470107,2009.5,5861.0,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Female,29771.0,Swaziland,32099.466520450656,2010.5,5954.200000000002,1.0
6,30782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Female,30755.0,Swaziland,32785.194153970675,2011.5,6151.0,1.0
