Sample,Sim_Id,AgeBin,Gender,Prevalence,Prevalence--Beta-alpha,Prevalence--Beta-beta,Province,Result,Year,weight
14,38782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Female,0.54,735.94,627.06,Swaziland,0.8012392755004767,2011.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Female,0.507,392.07952,381.28048,Swaziland,0.7867969013135736,2016.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Male,0.43700000000000006,167.06000000000003,214.93999999999997,Swaziland,0.6238489871086557,2007.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Male,0.37,469.79,799.21,Swaziland,0.6107954545454546,2011.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Male,0.281,190.92790000000002,486.97209999999995,Swaziland,0.5611882466903455,2016.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Female,0.377,167.257,275.743,Swaziland,0.8311403508771931,2007.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Female,0.49,592.92,617.08,Swaziland,0.844280442804428,2011.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Female,0.542,419.07712000000004,354.28288,Swaziland,0.8437843784378438,2016.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Male,0.449,145.129,177.87099999999998,Swaziland,0.7110429447852761,2007.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Male,0.47,467.71,527.2900000000001,Swaziland,0.7043108682452944,2011.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Male,0.419,227.56168,315.15832,Swaziland,0.656264341441028,2016.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[40:45),Female,0.27899999999999997,107.57799999999999,276.422,Swaziland,0.7083743842364532,2007.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[40:45),Female,0.4,391.40000000000003,586.6,Swaziland,0.8087739032620922,2011.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[40:45),Female,0.519,301.25188,279.26811999999995,Swaziland,0.8595113438045375,2016.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[40:45),Male,0.40700000000000003,94.61000000000001,137.39,Swaziland,0.6550094517958412,2007.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[40:45),Male,0.46,334.96000000000004,393.04,Swaziland,0.7084870848708487,2011.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[40:45),Male,0.433,176.59882000000002,230.94118,Swaziland,0.7102601156069365,2016.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[45:50),Female,0.214,74.188,269.812,Swaziland,0.4714038128249567,2007.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[45:50),Female,0.32,286.76,608.2399999999999,Swaziland,0.6320474777448071,2011.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[45:50),Female,0.423,245.71396,334.80603999999994,Swaziland,0.8048780487804879,2016.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[45:50),Male,0.27899999999999997,64.89099999999999,166.109,Swaziland,0.5939716312056738,2007.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[45:50),Male,0.43,246.53,326.47,Swaziland,0.6267281105990783,2011.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[45:50),Male,0.488,88.95712,93.28288,Swaziland,0.6905882352941176,2016.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[50:55),Female,0.243,35.992,110.008,Swaziland,0.3004115226337449,2007.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[50:55),Female,0.361,93.82032,165.29968,Swaziland,0.6042031523642732,2016.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[50:55),Male,0.28300000000000003,30.998000000000005,77.002,Swaziland,0.4597701149425287,2007.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[50:55),Male,0.419,57.64042,79.53958,Swaziland,0.6182495344506518,2016.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[55:60),Female,0.096,10.792,93.208,Swaziland,0.1094017094017094,2007.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[55:60),Female,0.295,76.8504,182.26960000000003,Swaziland,0.37025316455696206,2016.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[55:60),Male,0.174,13.18,58.82000000000001,Swaziland,0.2786885245901639,2007.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[55:60),Male,0.318,43.98724,93.19275999999999,Swaziland,0.4605809128630705,2016.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[60:65),Female,0.07,24.94,319.06,Swaziland,0.09090909090909093,2007.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[60:65),Female,0.223,44.00332,150.83668,Swaziland,0.15829145728643215,2016.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[60:65),Male,0.133,31.191000000000003,197.809,Swaziland,0.15608465608465608,2007.5,1.0
14,38782597-b538-eb11-a2dd-c4346bcb7271,[60:65),Male,0.319,29.74828,62.37172000000001,Swaziland,0.2994350282485876,2016.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Female,0.10099999999999999,117.25099999999999,1035.749,Swaziland,0.10022883295194507,2007.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Female,0.14,139.46,851.54,Swaziland,0.10669408270504913,2011.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Female,0.07200000000000001,47.28160000000002,597.5184000000002,Swaziland,0.09750514991989014,2016.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Male,0.019,25.168,1248.8319999999999,Swaziland,0.027695124742504004,2007.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Male,0.01,10.97,988.03,Swaziland,0.02515295717199184,2011.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Male,0.039,22.08808,520.63192,Swaziland,0.026791847950538128,2016.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Female,0.384,355.048,568.952,Swaziland,0.2892857142857143,2007.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Female,0.31,772.28,1717.7199999999998,Swaziland,0.29359305327387936,2011.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Female,0.209,296.55944,1119.60056,Swaziland,0.2781518458323659,2016.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Male,0.124,97.596,683.404,Swaziland,0.10190597204574332,2007.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Male,0.07,147.51000000000002,1947.4899999999998,Swaziland,0.10822206605762473,2011.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Male,0.042,38.85040000000001,864.3496,Swaziland,0.07764976958525345,2016.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Female,0.49200000000000005,319.81600000000003,330.184,Swaziland,0.5224625623960066,2007.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Female,0.47,905.75,1021.25,Swaziland,0.5020161290322581,2011.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Female,0.375,362.57500000000005,603.625,Swaziland,0.4504926108374384,2016.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Male,0.278,154.734,400.26599999999996,Swaziland,0.2707057686110216,2007.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Male,0.21,353.59,1327.41,Swaziland,0.2504123144584937,2011.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Male,0.133,120.85960000000001,782.3404,Swaziland,0.19878197320341048,2016.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Female,0.452,243.27200000000002,294.728,Swaziland,0.6290605794556628,2007.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Female,0.54,735.94,627.06,Swaziland,0.6465079984393289,2011.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Female,0.507,392.07952,381.28048,Swaziland,0.6001805054151624,2016.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Male,0.43700000000000006,167.06000000000003,214.93999999999997,Swaziland,0.4171314741035856,2007.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Male,0.37,469.79,799.21,Swaziland,0.4028230184581976,2011.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Male,0.281,190.92790000000002,486.97209999999995,Swaziland,0.3427681856778941,2016.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Female,0.377,167.257,275.743,Swaziland,0.6581096849474912,2007.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Female,0.49,592.92,617.08,Swaziland,0.6975806451612904,2011.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Female,0.542,419.07712000000004,354.28288,Swaziland,0.7047210300429184,2016.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Male,0.449,145.129,177.87099999999998,Swaziland,0.5,2007.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Male,0.47,467.71,527.2900000000001,Swaziland,0.4976525821596244,2011.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Male,0.419,227.56168,315.15832,Swaziland,0.4620278330019881,2016.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[40:45),Female,0.27899999999999997,107.57799999999999,276.422,Swaziland,0.6256643887623387,2007.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[40:45),Female,0.4,391.40000000000003,586.6,Swaziland,0.6655948553054662,2011.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[40:45),Female,0.519,301.25188,279.26811999999995,Swaziland,0.7401422107304461,2016.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[40:45),Male,0.40700000000000003,94.61000000000001,137.39,Swaziland,0.5137085137085137,2007.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[40:45),Male,0.46,334.96000000000004,393.04,Swaziland,0.5406532314107019,2011.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[40:45),Male,0.433,176.59882000000002,230.94118,Swaziland,0.5292225201072386,2016.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[45:50),Female,0.214,74.188,269.812,Swaziland,0.5081723625557206,2007.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[45:50),Female,0.32,286.76,608.2399999999999,Swaziland,0.6160427807486631,2011.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[45:50),Female,0.423,245.71396,334.80603999999994,Swaziland,0.6844569288389513,2016.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[45:50),Male,0.27899999999999997,64.89099999999999,166.109,Swaziland,0.4956647398843931,2007.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[45:50),Male,0.43,246.53,326.47,Swaziland,0.5647410358565738,2011.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[45:50),Male,0.488,88.95712,93.28288,Swaziland,0.5476973684210527,2016.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[50:55),Female,0.243,35.992,110.008,Swaziland,0.39102564102564097,2007.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[50:55),Female,0.361,93.82032,165.29968,Swaziland,0.6132315521628499,2016.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[50:55),Male,0.28300000000000003,30.998000000000005,77.002,Swaziland,0.4152744630071599,2007.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[50:55),Male,0.419,57.64042,79.53958,Swaziland,0.5743162901307967,2016.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[55:60),Female,0.096,10.792,93.208,Swaziland,0.21063394683026584,2007.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[55:60),Female,0.295,76.8504,182.26960000000003,Swaziland,0.4213483146067416,2016.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[55:60),Male,0.174,13.18,58.82000000000001,Swaziland,0.2831168831168831,2007.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[55:60),Male,0.318,43.98724,93.19275999999999,Swaziland,0.4751552795031056,2016.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[60:65),Female,0.07,24.94,319.06,Swaziland,0.15082644628099173,2007.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[60:65),Female,0.223,44.00332,150.83668,Swaziland,0.30952380952380953,2016.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[60:65),Male,0.133,31.191000000000003,197.809,Swaziland,0.20334261838440112,2007.5,1.0
10,34782597-b538-eb11-a2dd-c4346bcb7271,[60:65),Male,0.319,29.74828,62.37172000000001,Swaziland,0.3076923076923077,2016.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Female,0.10099999999999999,117.25099999999999,1035.749,Swaziland,0.0951208594449418,2007.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Female,0.14,139.46,851.54,Swaziland,0.11068787810889537,2011.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Female,0.07200000000000001,47.28160000000002,597.5184000000002,Swaziland,0.0883128295254833,2016.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Male,0.019,25.168,1248.8319999999999,Swaziland,0.026669705949395942,2007.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Male,0.01,10.97,988.03,Swaziland,0.028241049588614637,2011.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Male,0.039,22.08808,520.63192,Swaziland,0.02728453876136856,2016.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Female,0.384,355.048,568.952,Swaziland,0.2958897115139137,2007.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Female,0.31,772.28,1717.7199999999998,Swaziland,0.3,2011.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Female,0.209,296.55944,1119.60056,Swaziland,0.2867530106793911,2016.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Male,0.124,97.596,683.404,Swaziland,0.11891607471717967,2007.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Male,0.07,147.51000000000002,1947.4899999999998,Swaziland,0.1225408864659872,2011.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Male,0.042,38.85040000000001,864.3496,Swaziland,0.0867600542250339,2016.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Female,0.49200000000000005,319.81600000000003,330.184,Swaziland,0.4707024927160893,2007.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Female,0.47,905.75,1021.25,Swaziland,0.4899858956276446,2011.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Female,0.375,362.57500000000005,603.625,Swaziland,0.4458536585365854,2016.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Male,0.278,154.734,400.26599999999996,Swaziland,0.27908496732026145,2007.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Male,0.21,353.59,1327.41,Swaziland,0.2801489544543111,2011.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Male,0.133,120.85960000000001,782.3404,Swaziland,0.21132356592997267,2016.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Female,0.452,243.27200000000002,294.728,Swaziland,0.5648822269807281,2007.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Female,0.54,735.94,627.06,Swaziland,0.5878833208676141,2011.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Female,0.507,392.07952,381.28048,Swaziland,0.5733568075117371,2016.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Male,0.43700000000000006,167.06000000000003,214.93999999999997,Swaziland,0.3850437549721559,2007.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Male,0.37,469.79,799.21,Swaziland,0.3911015428776462,2011.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Male,0.281,190.92790000000002,486.97209999999995,Swaziland,0.3506034736532234,2016.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Female,0.377,167.257,275.743,Swaziland,0.5782508630609896,2007.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Female,0.49,592.92,617.08,Swaziland,0.6026563364692861,2011.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Female,0.542,419.07712000000004,354.28288,Swaziland,0.6352408398517908,2016.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Male,0.449,145.129,177.87099999999998,Swaziland,0.4464925755248336,2007.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Male,0.47,467.71,527.2900000000001,Swaziland,0.452565343659245,2011.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Male,0.419,227.56168,315.15832,Swaziland,0.4201713395638629,2016.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[40:45),Female,0.27899999999999997,107.57799999999999,276.422,Swaziland,0.4832167832167832,2007.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[40:45),Female,0.4,391.40000000000003,586.6,Swaziland,0.5711143695014663,2011.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[40:45),Female,0.519,301.25188,279.26811999999995,Swaziland,0.6266094420600858,2016.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[40:45),Male,0.40700000000000003,94.61000000000001,137.39,Swaziland,0.4405010438413361,2007.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[40:45),Male,0.46,334.96000000000004,393.04,Swaziland,0.461847389558233,2011.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[40:45),Male,0.433,176.59882000000002,230.94118,Swaziland,0.4575807334428024,2016.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[45:50),Female,0.214,74.188,269.812,Swaziland,0.3576923076923077,2007.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[45:50),Female,0.32,286.76,608.2399999999999,Swaziland,0.4059590316573557,2011.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[45:50),Female,0.423,245.71396,334.80603999999994,Swaziland,0.5717842323651452,2016.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[45:50),Male,0.27899999999999997,64.89099999999999,166.109,Swaziland,0.3969465648854962,2007.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[45:50),Male,0.43,246.53,326.47,Swaziland,0.4204651162790698,2011.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[45:50),Male,0.488,88.95712,93.28288,Swaziland,0.4507257448433919,2016.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[50:55),Female,0.243,35.992,110.008,Swaziland,0.17446043165467626,2007.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[50:55),Female,0.361,93.82032,165.29968,Swaziland,0.3983656792645557,2016.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[50:55),Male,0.28300000000000003,30.998000000000005,77.002,Swaziland,0.2813852813852814,2007.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[50:55),Male,0.419,57.64042,79.53958,Swaziland,0.3877995642701525,2016.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[55:60),Female,0.096,10.792,93.208,Swaziland,0.10806451612903226,2007.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[55:60),Female,0.295,76.8504,182.26960000000003,Swaziland,0.26174496644295303,2016.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[55:60),Male,0.174,13.18,58.82000000000001,Swaziland,0.1834862385321101,2007.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[55:60),Male,0.318,43.98724,93.19275999999999,Swaziland,0.3645083932853717,2016.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[60:65),Female,0.07,24.94,319.06,Swaziland,0.05676126878130217,2007.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[60:65),Female,0.223,44.00332,150.83668,Swaziland,0.11713665943600868,2016.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[60:65),Male,0.133,31.191000000000003,197.809,Swaziland,0.12946428571428573,2007.5,1.0
19,3d782597-b538-eb11-a2dd-c4346bcb7271,[60:65),Male,0.319,29.74828,62.37172000000001,Swaziland,0.2335766423357664,2016.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Female,0.10099999999999999,117.25099999999999,1035.749,Swaziland,0.10252672497570456,2007.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Female,0.14,139.46,851.54,Swaziland,0.11203221222169588,2011.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Female,0.07200000000000001,47.28160000000002,597.5184000000002,Swaziland,0.10059880239520956,2016.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Male,0.019,25.168,1248.8319999999999,Swaziland,0.03411001681479702,2007.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Male,0.01,10.97,988.03,Swaziland,0.03812180381218038,2011.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[15:20),Male,0.039,22.08808,520.63192,Swaziland,0.03324304358532381,2016.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Female,0.384,355.048,568.952,Swaziland,0.2987438558164937,2007.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Female,0.31,772.28,1717.7199999999998,Swaziland,0.30608125157708804,2011.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Female,0.209,296.55944,1119.60056,Swaziland,0.2736714975845411,2016.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Male,0.124,97.596,683.404,Swaziland,0.12489818083084442,2007.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Male,0.07,147.51000000000002,1947.4899999999998,Swaziland,0.1264141662567634,2011.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[20:25),Male,0.042,38.85040000000001,864.3496,Swaziland,0.09430394705743324,2016.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Female,0.49200000000000005,319.81600000000003,330.184,Swaziland,0.527916964924839,2007.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Female,0.47,905.75,1021.25,Swaziland,0.5186202686202687,2011.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Female,0.375,362.57500000000005,603.625,Swaziland,0.4574468085106383,2016.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Male,0.278,154.734,400.26599999999996,Swaziland,0.3008415147265077,2007.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Male,0.21,353.59,1327.41,Swaziland,0.27110050700864896,2011.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[25:30),Male,0.133,120.85960000000001,782.3404,Swaziland,0.21797520661157024,2016.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Female,0.452,243.27200000000002,294.728,Swaziland,0.6102003642987249,2007.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Female,0.54,735.94,627.06,Swaziland,0.6518612521150592,2011.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Female,0.507,392.07952,381.28048,Swaziland,0.6096784463546642,2016.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Male,0.43700000000000006,167.06000000000003,214.93999999999997,Swaziland,0.4259102455546147,2007.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Male,0.37,469.79,799.21,Swaziland,0.43312836279784783,2011.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[30:35),Male,0.281,190.92790000000002,486.97209999999995,Swaziland,0.3425669436749769,2016.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Female,0.377,167.257,275.743,Swaziland,0.6148282097649186,2007.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Female,0.49,592.92,617.08,Swaziland,0.6705951679434295,2011.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Female,0.542,419.07712000000004,354.28288,Swaziland,0.7043761638733705,2016.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Male,0.449,145.129,177.87099999999998,Swaziland,0.481178396072013,2007.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Male,0.47,467.71,527.2900000000001,Swaziland,0.4875647668393782,2011.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[35:40),Male,0.419,227.56168,315.15832,Swaziland,0.4832271762208068,2016.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[40:45),Female,0.27899999999999997,107.57799999999999,276.422,Swaziland,0.5835370823145885,2007.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[40:45),Female,0.4,391.40000000000003,586.6,Swaziland,0.6365092073658927,2011.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[40:45),Female,0.519,301.25188,279.26811999999995,Swaziland,0.7103174603174603,2016.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[40:45),Male,0.40700000000000003,94.61000000000001,137.39,Swaziland,0.4596363636363636,2007.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[40:45),Male,0.46,334.96000000000004,393.04,Swaziland,0.5097357440890126,2011.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[40:45),Male,0.433,176.59882000000002,230.94118,Swaziland,0.4970657276995305,2016.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[45:50),Female,0.214,74.188,269.812,Swaziland,0.5224312590448625,2007.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[45:50),Female,0.32,286.76,608.2399999999999,Swaziland,0.5584269662921348,2011.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[45:50),Female,0.423,245.71396,334.80603999999994,Swaziland,0.6672845227062094,2016.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[45:50),Male,0.27899999999999997,64.89099999999999,166.109,Swaziland,0.480218281036835,2007.5,1.0
1,2b782597-b538-eb11-a2dd-c4346bcb7271,[45:50),Male,0.43,246.53,326.47,Swaziland,0.5273250239693192,2011.5,1.0
