Sample,Sim_Id,ARTCoverage,ARTCoverage--Beta-alpha,ARTCoverage--Beta-beta,AgeBin,Gender,Province,Result,Year,weight
17,3b782597-b538-eb11-a2dd-c4346bcb7271,0.36,674.92,1199.08,[15:25),Male,Swaziland,0.351089588377724,2016.5,1.0
17,3b782597-b538-eb11-a2dd-c4346bcb7271,0.32,1202.92,2555.08,[25:35),Female,Swaziland,0.4269527483124397,2011.5,1.0
17,3b782597-b538-eb11-a2dd-c4346bcb7271,0.8,1741.0,435.9999999999999,[25:35),Female,Swaziland,0.8205599836501124,2016.5,1.0
17,3b782597-b538-eb11-a2dd-c4346bcb7271,0.21,520.96,1957.0400000000002,[25:35),Male,Swaziland,0.2808471454880295,2011.5,1.0
17,3b782597-b538-eb11-a2dd-c4346bcb7271,0.6,935.8,624.2,[25:35),Male,Swaziland,0.5904024767801858,2016.5,1.0
17,3b782597-b538-eb11-a2dd-c4346bcb7271,0.46,1045.2,1226.8000000000002,[35:45),Female,Swaziland,0.5568965517241379,2011.5,1.0
17,3b782597-b538-eb11-a2dd-c4346bcb7271,0.9,1184.5,132.49999999999997,[35:45),Female,Swaziland,0.917104731095835,2016.5,1.0
17,3b782597-b538-eb11-a2dd-c4346bcb7271,0.4,491.40000000000003,736.6,[35:45),Male,Swaziland,0.4692823954568921,2011.5,1.0
17,3b782597-b538-eb11-a2dd-c4346bcb7271,0.76,586.96,186.04,[35:45),Male,Swaziland,0.7435265104808878,2016.5,1.0
3,2d782597-b538-eb11-a2dd-c4346bcb7271,0.18,727.3,3309.7000000000003,[15:25),Female,Swaziland,0.2493625701172871,2011.5,1.0
3,2d782597-b538-eb11-a2dd-c4346bcb7271,0.6,1403.2,935.8000000000001,[15:25),Female,Swaziland,0.6128101557991922,2016.5,1.0
3,2d782597-b538-eb11-a2dd-c4346bcb7271,0.08,239.08,2738.92,[15:25),Male,Swaziland,0.0814111261872456,2011.5,1.0
3,2d782597-b538-eb11-a2dd-c4346bcb7271,0.36,674.92,1199.08,[15:25),Male,Swaziland,0.37184115523465705,2016.5,1.0
3,2d782597-b538-eb11-a2dd-c4346bcb7271,0.32,1202.92,2555.08,[25:35),Female,Swaziland,0.4277286135693215,2011.5,1.0
3,2d782597-b538-eb11-a2dd-c4346bcb7271,0.8,1741.0,435.9999999999999,[25:35),Female,Swaziland,0.815351711026616,2016.5,1.0
3,2d782597-b538-eb11-a2dd-c4346bcb7271,0.21,520.96,1957.0400000000002,[25:35),Male,Swaziland,0.27896277708071937,2011.5,1.0
3,2d782597-b538-eb11-a2dd-c4346bcb7271,0.6,935.8,624.2,[25:35),Male,Swaziland,0.5808726311150286,2016.5,1.0
3,2d782597-b538-eb11-a2dd-c4346bcb7271,0.46,1045.2,1226.8000000000002,[35:45),Female,Swaziland,0.5393996247654784,2011.5,1.0
3,2d782597-b538-eb11-a2dd-c4346bcb7271,0.9,1184.5,132.49999999999997,[35:45),Female,Swaziland,0.9090909090909092,2016.5,1.0
3,2d782597-b538-eb11-a2dd-c4346bcb7271,0.4,491.40000000000003,736.6,[35:45),Male,Swaziland,0.4666332162568991,2011.5,1.0
3,2d782597-b538-eb11-a2dd-c4346bcb7271,0.76,586.96,186.04,[35:45),Male,Swaziland,0.7433704020530368,2016.5,1.0
13,37782597-b538-eb11-a2dd-c4346bcb7271,0.18,727.3,3309.7000000000003,[15:25),Female,Swaziland,0.23890784982935154,2011.5,1.0
13,37782597-b538-eb11-a2dd-c4346bcb7271,0.6,1403.2,935.8000000000001,[15:25),Female,Swaziland,0.6190145732130465,2016.5,1.0
13,37782597-b538-eb11-a2dd-c4346bcb7271,0.08,239.08,2738.92,[15:25),Male,Swaziland,0.08695652173913042,2011.5,1.0
13,37782597-b538-eb11-a2dd-c4346bcb7271,0.36,674.92,1199.08,[15:25),Male,Swaziland,0.3516483516483517,2016.5,1.0
13,37782597-b538-eb11-a2dd-c4346bcb7271,0.32,1202.92,2555.08,[25:35),Female,Swaziland,0.41162924582613697,2011.5,1.0
13,37782597-b538-eb11-a2dd-c4346bcb7271,0.8,1741.0,435.9999999999999,[25:35),Female,Swaziland,0.8252890899949723,2016.5,1.0
13,37782597-b538-eb11-a2dd-c4346bcb7271,0.21,520.96,1957.0400000000002,[25:35),Male,Swaziland,0.2763731473408893,2011.5,1.0
13,37782597-b538-eb11-a2dd-c4346bcb7271,0.6,935.8,624.2,[25:35),Male,Swaziland,0.5876336587633659,2016.5,1.0
13,37782597-b538-eb11-a2dd-c4346bcb7271,0.46,1045.2,1226.8000000000002,[35:45),Female,Swaziland,0.538659793814433,2011.5,1.0
13,37782597-b538-eb11-a2dd-c4346bcb7271,0.9,1184.5,132.49999999999997,[35:45),Female,Swaziland,0.9171042760690172,2016.5,1.0
13,37782597-b538-eb11-a2dd-c4346bcb7271,0.4,491.40000000000003,736.6,[35:45),Male,Swaziland,0.4535673839184598,2011.5,1.0
13,37782597-b538-eb11-a2dd-c4346bcb7271,0.76,586.96,186.04,[35:45),Male,Swaziland,0.7503573130061935,2016.5,1.0
9,33782597-b538-eb11-a2dd-c4346bcb7271,0.18,727.3,3309.7000000000003,[15:25),Female,Swaziland,0.2708002119766826,2011.5,1.0
9,33782597-b538-eb11-a2dd-c4346bcb7271,0.6,1403.2,935.8000000000001,[15:25),Female,Swaziland,0.6152032999410725,2016.5,1.0
9,33782597-b538-eb11-a2dd-c4346bcb7271,0.08,239.08,2738.92,[15:25),Male,Swaziland,0.08724832214765099,2011.5,1.0
9,33782597-b538-eb11-a2dd-c4346bcb7271,0.36,674.92,1199.08,[15:25),Male,Swaziland,0.3377609108159393,2016.5,1.0
9,33782597-b538-eb11-a2dd-c4346bcb7271,0.32,1202.92,2555.08,[25:35),Female,Swaziland,0.41805721096543497,2011.5,1.0
9,33782597-b538-eb11-a2dd-c4346bcb7271,0.8,1741.0,435.9999999999999,[25:35),Female,Swaziland,0.8195916257430861,2016.5,1.0
9,33782597-b538-eb11-a2dd-c4346bcb7271,0.21,520.96,1957.0400000000002,[25:35),Male,Swaziland,0.28488631297369593,2011.5,1.0
9,33782597-b538-eb11-a2dd-c4346bcb7271,0.6,935.8,624.2,[25:35),Male,Swaziland,0.5938903863432166,2016.5,1.0
9,33782597-b538-eb11-a2dd-c4346bcb7271,0.46,1045.2,1226.8000000000002,[35:45),Female,Swaziland,0.539906103286385,2011.5,1.0
9,33782597-b538-eb11-a2dd-c4346bcb7271,0.9,1184.5,132.49999999999997,[35:45),Female,Swaziland,0.9179873217115688,2016.5,1.0
9,33782597-b538-eb11-a2dd-c4346bcb7271,0.4,491.40000000000003,736.6,[35:45),Male,Swaziland,0.4585448392554992,2011.5,1.0
9,33782597-b538-eb11-a2dd-c4346bcb7271,0.76,586.96,186.04,[35:45),Male,Swaziland,0.7428013665202537,2016.5,1.0
18,3c782597-b538-eb11-a2dd-c4346bcb7271,0.18,727.3,3309.7000000000003,[15:25),Female,Swaziland,0.2357092448835568,2011.5,1.0
18,3c782597-b538-eb11-a2dd-c4346bcb7271,0.6,1403.2,935.8000000000001,[15:25),Female,Swaziland,0.6113427856547122,2016.5,1.0
18,3c782597-b538-eb11-a2dd-c4346bcb7271,0.08,239.08,2738.92,[15:25),Male,Swaziland,0.064030131826742,2011.5,1.0
18,3c782597-b538-eb11-a2dd-c4346bcb7271,0.36,674.92,1199.08,[15:25),Male,Swaziland,0.3627684964200477,2016.5,1.0
18,3c782597-b538-eb11-a2dd-c4346bcb7271,0.32,1202.92,2555.08,[25:35),Female,Swaziland,0.4226044226044226,2011.5,1.0
18,3c782597-b538-eb11-a2dd-c4346bcb7271,0.8,1741.0,435.9999999999999,[25:35),Female,Swaziland,0.8215488215488216,2016.5,1.0
18,3c782597-b538-eb11-a2dd-c4346bcb7271,0.21,520.96,1957.0400000000002,[25:35),Male,Swaziland,0.2807308970099668,2011.5,1.0
18,3c782597-b538-eb11-a2dd-c4346bcb7271,0.6,935.8,624.2,[25:35),Male,Swaziland,0.5908256880733945,2016.5,1.0
18,3c782597-b538-eb11-a2dd-c4346bcb7271,0.46,1045.2,1226.8000000000002,[35:45),Female,Swaziland,0.5456464379947229,2011.5,1.0
18,3c782597-b538-eb11-a2dd-c4346bcb7271,0.9,1184.5,132.49999999999997,[35:45),Female,Swaziland,0.9042851421706048,2016.5,1.0
18,3c782597-b538-eb11-a2dd-c4346bcb7271,0.4,491.40000000000003,736.6,[35:45),Male,Swaziland,0.4589460784313725,2011.5,1.0
18,3c782597-b538-eb11-a2dd-c4346bcb7271,0.76,586.96,186.04,[35:45),Male,Swaziland,0.7431578947368421,2016.5,1.0
